"x","y"
0.013200,0.014894
0.013300,0.015007
0.013400,0.015119
0.013500,0.015232
0.013600,0.015345
0.013700,0.015458
0.013800,0.015571
0.013900,0.015683
0.014000,0.015796
0.014100,0.015909
0.014200,0.016022
0.014300,0.016135
0.014400,0.016248
0.014500,0.016360
0.014600,0.016473
0.014700,0.016586
0.014800,0.016699
0.014900,0.016812
0.015000,0.016924
0.015100,0.017037
0.015200,0.017150
0.015300,0.017263
0.015400,0.017376
0.015500,0.017488
0.015600,0.017601
0.015700,0.017714
0.015800,0.017827
0.015900,0.017940
0.016000,0.018053
0.016100,0.018165
0.016200,0.018278
0.016300,0.018391
0.016400,0.018504
0.016500,0.018617
0.016600,0.018729
0.016700,0.018842
0.016800,0.018955
0.016900,0.019068
0.017000,0.019181
0.017100,0.019293
0.017200,0.019406
0.017300,0.019519
0.017400,0.019632
0.017500,0.019745
0.017600,0.019857
0.017700,0.019970
0.017800,0.020083
0.017900,0.020196
0.018000,0.020309
0.018100,0.020421
0.018200,0.020534
0.018300,0.020647
0.018400,0.020760
0.018500,0.020873
0.018600,0.020985
0.018700,0.021098
0.018800,0.021211
0.018900,0.021324
0.019000,0.021437
0.019100,0.021549
0.019200,0.021662
0.019300,0.021775
0.019400,0.021888
0.019500,0.022001
0.019600,0.022113
0.019700,0.022226
0.019800,0.022339
0.019900,0.022452
0.020000,0.022565
0.020100,0.022677
0.020200,0.022790
0.020300,0.022903
0.020400,0.023016
0.020500,0.023129
0.020600,0.023241
0.020700,0.023354
0.020800,0.023467
0.020900,0.023580
0.021000,0.023692
0.021100,0.023805
0.021200,0.023918
0.021300,0.024031
0.021400,0.024144
0.021500,0.024256
0.021600,0.024369
0.021700,0.024482
0.021800,0.024595
0.021900,0.024708
0.022000,0.024820
0.022100,0.024933
0.022200,0.025046
0.022300,0.025159
0.022400,0.025271
0.022500,0.025384
0.022600,0.025497
0.022700,0.025610
0.022800,0.025723
0.022900,0.025835
0.023000,0.025948
0.023100,0.026061
0.023200,0.026174
0.023300,0.026286
0.023400,0.026399
0.023500,0.026512
0.023600,0.026625
0.023700,0.026738
0.023800,0.026850
0.023900,0.026963
0.024000,0.027076
0.024100,0.027189
0.024200,0.027301
0.024300,0.027414
0.024400,0.027527
0.024500,0.027640
0.024600,0.027753
0.024700,0.027865
0.024800,0.027978
0.024900,0.028091
0.025000,0.028204
0.025100,0.028316
0.025200,0.028429
0.025300,0.028542
0.025400,0.028655
0.025500,0.028767
0.025600,0.028880
0.025700,0.028993
0.025800,0.029106
0.025900,0.029218
0.026000,0.029331
0.026100,0.029444
0.026200,0.029557
0.026300,0.029670
0.026400,0.029782
0.026500,0.029895
0.026600,0.030008
0.026700,0.030121
0.026800,0.030233
0.026900,0.030346
0.027000,0.030459
0.027100,0.030572
0.027200,0.030684
0.027300,0.030797
0.027400,0.030910
0.027500,0.031023
0.027600,0.031135
0.027700,0.031248
0.027800,0.031361
0.027900,0.031474
0.028000,0.031586
0.028100,0.031699
0.028200,0.031812
0.028300,0.031925
0.028400,0.032037
0.028500,0.032150
0.028600,0.032263
0.028700,0.032376
0.028800,0.032488
0.028900,0.032601
0.029000,0.032714
0.029100,0.032827
0.029200,0.032939
0.029300,0.033052
0.029400,0.033165
0.029500,0.033278
0.029600,0.033390
0.029700,0.033503
0.029800,0.033616
0.029900,0.033728
0.030000,0.033841
0.030100,0.033954
0.030200,0.034067
0.030300,0.034179
0.030400,0.034292
0.030500,0.034405
0.030600,0.034518
0.030700,0.034630
0.030800,0.034743
0.030900,0.034856
0.031000,0.034969
0.031100,0.035081
0.031200,0.035194
0.031300,0.035307
0.031400,0.035419
0.031500,0.035532
0.031600,0.035645
0.031700,0.035758
0.031800,0.035870
0.031900,0.035983
0.032000,0.036096
0.032100,0.036209
0.032200,0.036321
0.032300,0.036434
0.032400,0.036547
0.032500,0.036659
0.032600,0.036772
0.032700,0.036885
0.032800,0.036998
0.032900,0.037110
0.033000,0.037223
0.033100,0.037336
0.033200,0.037448
0.033300,0.037561
0.033400,0.037674
0.033500,0.037787
0.033600,0.037899
0.033700,0.038012
0.033800,0.038125
0.033900,0.038237
0.034000,0.038350
0.034100,0.038463
0.034200,0.038576
0.034300,0.038688
0.034400,0.038801
0.034500,0.038914
0.034600,0.039026
0.034700,0.039139
0.034800,0.039252
0.034900,0.039364
0.035000,0.039477
0.035100,0.039590
0.035200,0.039703
0.035300,0.039815
0.035400,0.039928
0.035500,0.040041
0.035600,0.040153
0.035700,0.040266
0.035800,0.040379
0.035900,0.040491
0.036000,0.040604
0.036100,0.040717
0.036200,0.040829
0.036300,0.040942
0.036400,0.041055
0.036500,0.041168
0.036600,0.041280
0.036700,0.041393
0.036800,0.041506
0.036900,0.041618
0.037000,0.041731
0.037100,0.041844
0.037200,0.041956
0.037300,0.042069
0.037400,0.042182
0.037500,0.042294
0.037600,0.042407
0.037700,0.042520
0.037800,0.042632
0.037900,0.042745
0.038000,0.042858
0.038100,0.042970
0.038200,0.043083
0.038300,0.043196
0.038400,0.043308
0.038500,0.043421
0.038600,0.043534
0.038700,0.043646
0.038800,0.043759
0.038900,0.043872
0.039000,0.043984
0.039100,0.044097
0.039200,0.044210
0.039300,0.044322
0.039400,0.044435
0.039500,0.044548
0.039600,0.044660
0.039700,0.044773
0.039800,0.044886
0.039900,0.044998
0.040000,0.045111
0.040100,0.045224
0.040200,0.045336
0.040300,0.045449
0.040400,0.045562
0.040500,0.045674
0.040600,0.045787
0.040700,0.045900
0.040800,0.046012
0.040900,0.046125
0.041000,0.046238
0.041100,0.046350
0.041200,0.046463
0.041300,0.046576
0.041400,0.046688
0.041500,0.046801
0.041600,0.046914
0.041700,0.047026
0.041800,0.047139
0.041900,0.047251
0.042000,0.047364
0.042100,0.047477
0.042200,0.047589
0.042300,0.047702
0.042400,0.047815
0.042500,0.047927
0.042600,0.048040
0.042700,0.048153
0.042800,0.048265
0.042900,0.048378
0.043000,0.048490
0.043100,0.048603
0.043200,0.048716
0.043300,0.048828
0.043400,0.048941
0.043500,0.049054
0.043600,0.049166
0.043700,0.049279
0.043800,0.049391
0.043900,0.049504
0.044000,0.049617
0.044100,0.049729
0.044200,0.049842
0.044300,0.049955
0.044400,0.050067
0.044500,0.050180
0.044600,0.050292
0.044700,0.050405
0.044800,0.050518
0.044900,0.050630
0.045000,0.050743
0.045100,0.050855
0.045200,0.050968
0.045300,0.051081
0.045400,0.051193
0.045500,0.051306
0.045600,0.051418
0.045700,0.051531
0.045800,0.051644
0.045900,0.051756
0.046000,0.051869
0.046100,0.051981
0.046200,0.052094
0.046300,0.052207
0.046400,0.052319
0.046500,0.052432
0.046600,0.052544
0.046700,0.052657
0.046800,0.052770
0.046900,0.052882
0.047000,0.052995
0.047100,0.053107
0.047200,0.053220
0.047300,0.053333
0.047400,0.053445
0.047500,0.053558
0.047600,0.053670
0.047700,0.053783
0.047800,0.053895
0.047900,0.054008
0.048000,0.054121
0.048100,0.054233
0.048200,0.054346
0.048300,0.054458
0.048400,0.054571
0.048500,0.054684
0.048600,0.054796
0.048700,0.054909
0.048800,0.055021
0.048900,0.055134
0.049000,0.055246
0.049100,0.055359
0.049200,0.055471
0.049300,0.055584
0.049400,0.055697
0.049500,0.055809
0.049600,0.055922
0.049700,0.056034
0.049800,0.056147
0.049900,0.056259
0.050000,0.056372
0.050100,0.056485
0.050200,0.056597
0.050300,0.056710
0.050400,0.056822
0.050500,0.056935
0.050600,0.057047
0.050700,0.057160
0.050800,0.057272
0.050900,0.057385
0.051000,0.057497
0.051100,0.057610
0.051200,0.057723
0.051300,0.057835
0.051400,0.057948
0.051500,0.058060
0.051600,0.058173
0.051700,0.058285
0.051800,0.058398
0.051900,0.058510
0.052000,0.058623
0.052100,0.058735
0.052200,0.058848
0.052300,0.058960
0.052400,0.059073
0.052500,0.059186
0.052600,0.059298
0.052700,0.059411
0.052800,0.059523
0.052900,0.059636
0.053000,0.059748
0.053100,0.059861
0.053200,0.059973
0.053300,0.060086
0.053400,0.060198
0.053500,0.060311
0.053600,0.060423
0.053700,0.060536
0.053800,0.060648
0.053900,0.060761
0.054000,0.060873
0.054100,0.060986
0.054200,0.061098
0.054300,0.061211
0.054400,0.061323
0.054500,0.061436
0.054600,0.061548
0.054700,0.061661
0.054800,0.061773
0.054900,0.061886
0.055000,0.061998
0.055100,0.062111
0.055200,0.062223
0.055300,0.062336
0.055400,0.062448
0.055500,0.062561
0.055600,0.062673
0.055700,0.062786
0.055800,0.062898
0.055900,0.063011
0.056000,0.063123
0.056100,0.063236
0.056200,0.063348
0.056300,0.063461
0.056400,0.063573
0.056500,0.063686
0.056600,0.063798
0.056700,0.063911
0.056800,0.064023
0.056900,0.064136
0.057000,0.064248
0.057100,0.064360
0.057200,0.064473
0.057300,0.064585
0.057400,0.064698
0.057500,0.064810
0.057600,0.064923
0.057700,0.065035
0.057800,0.065148
0.057900,0.065260
0.058000,0.065373
0.058100,0.065485
0.058200,0.065598
0.058300,0.065710
0.058400,0.065823
0.058500,0.065935
0.058600,0.066047
0.058700,0.066160
0.058800,0.066272
0.058900,0.066385
0.059000,0.066497
0.059100,0.066610
0.059200,0.066722
0.059300,0.066835
0.059400,0.066947
0.059500,0.067059
0.059600,0.067172
0.059700,0.067284
0.059800,0.067397
0.059900,0.067509
0.060000,0.067622
0.060100,0.067734
0.060200,0.067846
0.060300,0.067959
0.060400,0.068071
0.060500,0.068184
0.060600,0.068296
0.060700,0.068409
0.060800,0.068521
0.060900,0.068633
0.061000,0.068746
0.061100,0.068858
0.061200,0.068971
0.061300,0.069083
0.061400,0.069196
0.061500,0.069308
0.061600,0.069420
0.061700,0.069533
0.061800,0.069645
0.061900,0.069758
0.062000,0.069870
0.062100,0.069982
0.062200,0.070095
0.062300,0.070207
0.062400,0.070320
0.062500,0.070432
0.062600,0.070544
0.062700,0.070657
0.062800,0.070769
0.062900,0.070882
0.063000,0.070994
0.063100,0.071106
0.063200,0.071219
0.063300,0.071331
0.063400,0.071444
0.063500,0.071556
0.063600,0.071668
0.063700,0.071781
0.063800,0.071893
0.063900,0.072005
0.064000,0.072118
0.064100,0.072230
0.064200,0.072343
0.064300,0.072455
0.064400,0.072567
0.064500,0.072680
0.064600,0.072792
0.064700,0.072904
0.064800,0.073017
0.064900,0.073129
0.065000,0.073241
0.065100,0.073354
0.065200,0.073466
0.065300,0.073579
0.065400,0.073691
0.065500,0.073803
0.065600,0.073916
0.065700,0.074028
0.065800,0.074140
0.065900,0.074253
0.066000,0.074365
0.066100,0.074477
0.066200,0.074590
0.066300,0.074702
0.066400,0.074814
0.066500,0.074927
0.066600,0.075039
0.066700,0.075151
0.066800,0.075264
0.066900,0.075376
0.067000,0.075488
0.067100,0.075601
0.067200,0.075713
0.067300,0.075825
0.067400,0.075938
0.067500,0.076050
0.067600,0.076162
0.067700,0.076275
0.067800,0.076387
0.067900,0.076499
0.068000,0.076612
0.068100,0.076724
0.068200,0.076836
0.068300,0.076949
0.068400,0.077061
0.068500,0.077173
0.068600,0.077286
0.068700,0.077398
0.068800,0.077510
0.068900,0.077622
0.069000,0.077735
0.069100,0.077847
0.069200,0.077959
0.069300,0.078072
0.069400,0.078184
0.069500,0.078296
0.069600,0.078409
0.069700,0.078521
0.069800,0.078633
0.069900,0.078745
0.070000,0.078858
0.070100,0.078970
0.070200,0.079082
0.070300,0.079195
0.070400,0.079307
0.070500,0.079419
0.070600,0.079531
0.070700,0.079644
0.070800,0.079756
0.070900,0.079868
0.071000,0.079981
0.071100,0.080093
0.071200,0.080205
0.071300,0.080317
0.071400,0.080430
0.071500,0.080542
0.071600,0.080654
0.071700,0.080766
0.071800,0.080879
0.071900,0.080991
0.072000,0.081103
0.072100,0.081215
0.072200,0.081328
0.072300,0.081440
0.072400,0.081552
0.072500,0.081664
0.072600,0.081777
0.072700,0.081889
0.072800,0.082001
0.072900,0.082113
0.073000,0.082226
0.073100,0.082338
0.073200,0.082450
0.073300,0.082562
0.073400,0.082675
0.073500,0.082787
0.073600,0.082899
0.073700,0.083011
0.073800,0.083123
0.073900,0.083236
0.074000,0.083348
0.074100,0.083460
0.074200,0.083572
0.074300,0.083685
0.074400,0.083797
0.074500,0.083909
0.074600,0.084021
0.074700,0.084133
0.074800,0.084246
0.074900,0.084358
0.075000,0.084470
0.075100,0.084582
0.075200,0.084694
0.075300,0.084807
0.075400,0.084919
0.075500,0.085031
0.075600,0.085143
0.075700,0.085255
0.075800,0.085368
0.075900,0.085480
0.076000,0.085592
0.076100,0.085704
0.076200,0.085816
0.076300,0.085929
0.076400,0.086041
0.076500,0.086153
0.076600,0.086265
0.076700,0.086377
0.076800,0.086489
0.076900,0.086602
0.077000,0.086714
0.077100,0.086826
0.077200,0.086938
0.077300,0.087050
0.077400,0.087162
0.077500,0.087275
0.077600,0.087387
0.077700,0.087499
0.077800,0.087611
0.077900,0.087723
0.078000,0.087835
0.078100,0.087948
0.078200,0.088060
0.078300,0.088172
0.078400,0.088284
0.078500,0.088396
0.078600,0.088508
0.078700,0.088620
0.078800,0.088733
0.078900,0.088845
0.079000,0.088957
0.079100,0.089069
0.079200,0.089181
0.079300,0.089293
0.079400,0.089405
0.079500,0.089518
0.079600,0.089630
0.079700,0.089742
0.079800,0.089854
0.079900,0.089966
0.080000,0.090078
0.080100,0.090190
0.080200,0.090302
0.080300,0.090414
0.080400,0.090527
0.080500,0.090639
0.080600,0.090751
0.080700,0.090863
0.080800,0.090975
0.080900,0.091087
0.081000,0.091199
0.081100,0.091311
0.081200,0.091423
0.081300,0.091536
0.081400,0.091648
0.081500,0.091760
0.081600,0.091872
0.081700,0.091984
0.081800,0.092096
0.081900,0.092208
0.082000,0.092320
0.082100,0.092432
0.082200,0.092544
0.082300,0.092656
0.082400,0.092768
0.082500,0.092881
0.082600,0.092993
0.082700,0.093105
0.082800,0.093217
0.082900,0.093329
0.083000,0.093441
0.083100,0.093553
0.083200,0.093665
0.083300,0.093777
0.083400,0.093889
0.083500,0.094001
0.083600,0.094113
0.083700,0.094225
0.083800,0.094337
0.083900,0.094449
0.084000,0.094561
0.084100,0.094673
0.084200,0.094785
0.084300,0.094898
0.084400,0.095010
0.084500,0.095122
0.084600,0.095234
0.084700,0.095346
0.084800,0.095458
0.084900,0.095570
0.085000,0.095682
0.085100,0.095794
0.085200,0.095906
0.085300,0.096018
0.085400,0.096130
0.085500,0.096242
0.085600,0.096354
0.085700,0.096466
0.085800,0.096578
0.085900,0.096690
0.086000,0.096802
0.086100,0.096914
0.086200,0.097026
0.086300,0.097138
0.086400,0.097250
0.086500,0.097362
0.086600,0.097474
0.086700,0.097586
0.086800,0.097698
0.086900,0.097810
0.087000,0.097922
0.087100,0.098034
0.087200,0.098146
0.087300,0.098258
0.087400,0.098370
0.087500,0.098482
0.087600,0.098594
0.087700,0.098706
0.087800,0.098818
0.087900,0.098930
0.088000,0.099042
0.088100,0.099154
0.088200,0.099266
0.088300,0.099378
0.088400,0.099489
0.088500,0.099601
0.088600,0.099713
0.088700,0.099825
0.088800,0.099937
0.088900,0.100049
0.089000,0.100161
0.089100,0.100273
0.089200,0.100385
0.089300,0.100497
0.089400,0.100609
0.089500,0.100721
0.089600,0.100833
0.089700,0.100945
0.089800,0.101057
0.089900,0.101169
0.090000,0.101281
0.090100,0.101393
0.090200,0.101504
0.090300,0.101616
0.090400,0.101728
0.090500,0.101840
0.090600,0.101952
0.090700,0.102064
0.090800,0.102176
0.090900,0.102288
0.091000,0.102400
0.091100,0.102512
0.091200,0.102624
0.091300,0.102735
0.091400,0.102847
0.091500,0.102959
0.091600,0.103071
0.091700,0.103183
0.091800,0.103295
0.091900,0.103407
0.092000,0.103519
0.092100,0.103631
0.092200,0.103743
0.092300,0.103854
0.092400,0.103966
0.092500,0.104078
0.092600,0.104190
0.092700,0.104302
0.092800,0.104414
0.092900,0.104526
0.093000,0.104638
0.093100,0.104749
0.093200,0.104861
0.093300,0.104973
0.093400,0.105085
0.093500,0.105197
0.093600,0.105309
0.093700,0.105421
0.093800,0.105532
0.093900,0.105644
0.094000,0.105756
0.094100,0.105868
0.094200,0.105980
0.094300,0.106092
0.094400,0.106203
0.094500,0.106315
0.094600,0.106427
0.094700,0.106539
0.094800,0.106651
0.094900,0.106763
0.095000,0.106874
0.095100,0.106986
0.095200,0.107098
0.095300,0.107210
0.095400,0.107322
0.095500,0.107434
0.095600,0.107545
0.095700,0.107657
0.095800,0.107769
0.095900,0.107881
0.096000,0.107993
0.096100,0.108104
0.096200,0.108216
0.096300,0.108328
0.096400,0.108440
0.096500,0.108552
0.096600,0.108663
0.096700,0.108775
0.096800,0.108887
0.096900,0.108999
0.097000,0.109110
0.097100,0.109222
0.097200,0.109334
0.097300,0.109446
0.097400,0.109558
0.097500,0.109669
0.097600,0.109781
0.097700,0.109893
0.097800,0.110005
0.097900,0.110116
0.098000,0.110228
0.098100,0.110340
0.098200,0.110452
0.098300,0.110563
0.098400,0.110675
0.098500,0.110787
0.098600,0.110899
0.098700,0.111010
0.098800,0.111122
0.098900,0.111234
0.099000,0.111346
0.099100,0.111457
0.099200,0.111569
0.099300,0.111681
0.099400,0.111793
0.099500,0.111904
0.099600,0.112016
0.099700,0.112128
0.099800,0.112239
0.099900,0.112351
0.100000,0.112463
0.100100,0.112575
0.100200,0.112686
0.100300,0.112798
0.100400,0.112910
0.100500,0.113021
0.100600,0.113133
0.100700,0.113245
0.100800,0.113357
0.100900,0.113468
0.101000,0.113580
0.101100,0.113692
0.101200,0.113803
0.101300,0.113915
0.101400,0.114027
0.101500,0.114138
0.101600,0.114250
0.101700,0.114362
0.101800,0.114473
0.101900,0.114585
0.102000,0.114697
0.102100,0.114808
0.102200,0.114920
0.102300,0.115032
0.102400,0.115143
0.102500,0.115255
0.102600,0.115367
0.102700,0.115478
0.102800,0.115590
0.102900,0.115702
0.103000,0.115813
0.103100,0.115925
0.103200,0.116037
0.103300,0.116148
0.103400,0.116260
0.103500,0.116372
0.103600,0.116483
0.103700,0.116595
0.103800,0.116706
0.103900,0.116818
0.104000,0.116930
0.104100,0.117041
0.104200,0.117153
0.104300,0.117265
0.104400,0.117376
0.104500,0.117488
0.104600,0.117599
0.104700,0.117711
0.104800,0.117823
0.104900,0.117934
0.105000,0.118046
0.105100,0.118157
0.105200,0.118269
0.105300,0.118381
0.105400,0.118492
0.105500,0.118604
0.105600,0.118715
0.105700,0.118827
0.105800,0.118939
0.105900,0.119050
0.106000,0.119162
0.106100,0.119273
0.106200,0.119385
0.106300,0.119496
0.106400,0.119608
0.106500,0.119720
0.106600,0.119831
0.106700,0.119943
0.106800,0.120054
0.106900,0.120166
0.107000,0.120277
0.107100,0.120389
0.107200,0.120500
0.107300,0.120612
0.107400,0.120724
0.107500,0.120835
0.107600,0.120947
0.107700,0.121058
0.107800,0.121170
0.107900,0.121281
0.108000,0.121393
0.108100,0.121504
0.108200,0.121616
0.108300,0.121727
0.108400,0.121839
0.108500,0.121950
0.108600,0.122062
0.108700,0.122173
0.108800,0.122285
0.108900,0.122396
0.109000,0.122508
0.109100,0.122619
0.109200,0.122731
0.109300,0.122842
0.109400,0.122954
0.109500,0.123065
0.109600,0.123177
0.109700,0.123288
0.109800,0.123400
0.109900,0.123511
0.110000,0.123623
0.110100,0.123734
0.110200,0.123846
0.110300,0.123957
0.110400,0.124069
0.110500,0.124180
0.110600,0.124292
0.110700,0.124403
0.110800,0.124515
0.110900,0.124626
0.111000,0.124738
0.111100,0.124849
0.111200,0.124960
0.111300,0.125072
0.111400,0.125183
0.111500,0.125295
0.111600,0.125406
0.111700,0.125518
0.111800,0.125629
0.111900,0.125741
0.112000,0.125852
0.112100,0.125963
0.112200,0.126075
0.112300,0.126186
0.112400,0.126298
0.112500,0.126409
0.112600,0.126521
0.112700,0.126632
0.112800,0.126743
0.112900,0.126855
0.113000,0.126966
0.113100,0.127078
0.113200,0.127189
0.113300,0.127300
0.113400,0.127412
0.113500,0.127523
0.113600,0.127635
0.113700,0.127746
0.113800,0.127857
0.113900,0.127969
0.114000,0.128080
0.114100,0.128192
0.114200,0.128303
0.114300,0.128414
0.114400,0.128526
0.114500,0.128637
0.114600,0.128748
0.114700,0.128860
0.114800,0.128971
0.114900,0.129082
0.115000,0.129194
0.115100,0.129305
0.115200,0.129417
0.115300,0.129528
0.115400,0.129639
0.115500,0.129751
0.115600,0.129862
0.115700,0.129973
0.115800,0.130085
0.115900,0.130196
0.116000,0.130307
0.116100,0.130419
0.116200,0.130530
0.116300,0.130641
0.116400,0.130753
0.116500,0.130864
0.116600,0.130975
0.116700,0.131086
0.116800,0.131198
0.116900,0.131309
0.117000,0.131420
0.117100,0.131532
0.117200,0.131643
0.117300,0.131754
0.117400,0.131866
0.117500,0.131977
0.117600,0.132088
0.117700,0.132199
0.117800,0.132311
0.117900,0.132422
0.118000,0.132533
0.118100,0.132645
0.118200,0.132756
0.118300,0.132867
0.118400,0.132978
0.118500,0.133090
0.118600,0.133201
0.118700,0.133312
0.118800,0.133423
0.118900,0.133535
0.119000,0.133646
0.119100,0.133757
0.119200,0.133868
0.119300,0.133980
0.119400,0.134091
0.119500,0.134202
0.119600,0.134313
0.119700,0.134425
0.119800,0.134536
0.119900,0.134647
0.120000,0.134758
0.120100,0.134870
0.120200,0.134981
0.120300,0.135092
0.120400,0.135203
0.120500,0.135314
0.120600,0.135426
0.120700,0.135537
0.120800,0.135648
0.120900,0.135759
0.121000,0.135870
0.121100,0.135982
0.121200,0.136093
0.121300,0.136204
0.121400,0.136315
0.121500,0.136426
0.121600,0.136538
0.121700,0.136649
0.121800,0.136760
0.121900,0.136871
0.122000,0.136982
0.122100,0.137093
0.122200,0.137205
0.122300,0.137316
0.122400,0.137427
0.122500,0.137538
0.122600,0.137649
0.122700,0.137760
0.122800,0.137872
0.122900,0.137983
0.123000,0.138094
0.123100,0.138205
0.123200,0.138316
0.123300,0.138427
0.123400,0.138538
0.123500,0.138650
0.123600,0.138761
0.123700,0.138872
0.123800,0.138983
0.123900,0.139094
0.124000,0.139205
0.124100,0.139316
0.124200,0.139427
0.124300,0.139539
0.124400,0.139650
0.124500,0.139761
0.124600,0.139872
0.124700,0.139983
0.124800,0.140094
0.124900,0.140205
0.125000,0.140316
0.125100,0.140427
0.125200,0.140538
0.125300,0.140649
0.125400,0.140761
0.125500,0.140872
0.125600,0.140983
0.125700,0.141094
0.125800,0.141205
0.125900,0.141316
0.126000,0.141427
0.126100,0.141538
0.126200,0.141649
0.126300,0.141760
0.126400,0.141871
0.126500,0.141982
0.126600,0.142093
0.126700,0.142204
0.126800,0.142315
0.126900,0.142426
0.127000,0.142537
0.127100,0.142648
0.127200,0.142759
0.127300,0.142871
0.127400,0.142982
0.127500,0.143093
0.127600,0.143204
0.127700,0.143315
0.127800,0.143426
0.127900,0.143537
0.128000,0.143648
0.128100,0.143759
0.128200,0.143870
0.128300,0.143981
0.128400,0.144092
0.128500,0.144203
0.128600,0.144314
0.128700,0.144425
0.128800,0.144536
0.128900,0.144647
0.129000,0.144758
0.129100,0.144868
0.129200,0.144979
0.129300,0.145090
0.129400,0.145201
0.129500,0.145312
0.129600,0.145423
0.129700,0.145534
0.129800,0.145645
0.129900,0.145756
0.130000,0.145867
0.130100,0.145978
0.130200,0.146089
0.130300,0.146200
0.130400,0.146311
0.130500,0.146422
0.130600,0.146533
0.130700,0.146644
0.130800,0.146755
0.130900,0.146866
0.131000,0.146976
0.131100,0.147087
0.131200,0.147198
0.131300,0.147309
0.131400,0.147420
0.131500,0.147531
0.131600,0.147642
0.131700,0.147753
0.131800,0.147864
0.131900,0.147975
0.132000,0.148085
0.132100,0.148196
0.132200,0.148307
0.132300,0.148418
0.132400,0.148529
0.132500,0.148640
0.132600,0.148751
0.132700,0.148862
0.132800,0.148972
0.132900,0.149083
0.133000,0.149194
0.133100,0.149305
0.133200,0.149416
0.133300,0.149527
0.133400,0.149638
0.133500,0.149748
0.133600,0.149859
0.133700,0.149970
0.133800,0.150081
0.133900,0.150192
0.134000,0.150303
0.134100,0.150413
0.134200,0.150524
0.134300,0.150635
0.134400,0.150746
0.134500,0.150857
0.134600,0.150968
0.134700,0.151078
0.134800,0.151189
0.134900,0.151300
0.135000,0.151411
0.135100,0.151522
0.135200,0.151632
0.135300,0.151743
0.135400,0.151854
0.135500,0.151965
0.135600,0.152076
0.135700,0.152186
0.135800,0.152297
0.135900,0.152408
0.136000,0.152519
0.136100,0.152629
0.136200,0.152740
0.136300,0.152851
0.136400,0.152962
0.136500,0.153072
0.136600,0.153183
0.136700,0.153294
0.136800,0.153405
0.136900,0.153515
0.137000,0.153626
0.137100,0.153737
0.137200,0.153848
0.137300,0.153958
0.137400,0.154069
0.137500,0.154180
0.137600,0.154291
0.137700,0.154401
0.137800,0.154512
0.137900,0.154623
0.138000,0.154733
0.138100,0.154844
0.138200,0.154955
0.138300,0.155066
0.138400,0.155176
0.138500,0.155287
0.138600,0.155398
0.138700,0.155508
0.138800,0.155619
0.138900,0.155730
0.139000,0.155840
0.139100,0.155951
0.139200,0.156062
0.139300,0.156172
0.139400,0.156283
0.139500,0.156394
0.139600,0.156504
0.139700,0.156615
